class,cycles
fixed,52385482
fixed,52946386
fixed,51998876
fixed,52386926
fixed,52369048
fixed,52078788
fixed,52298342
fixed,52958796
fixed,52944820
fixed,52162584
fixed,52924072
fixed,55944746
fixed,52165840
fixed,51842510
fixed,54288374
fixed,53314222
fixed,52786510
fixed,51004154
fixed,50394542
fixed,51514218
fixed,51694874
fixed,51157816
fixed,49729804
fixed,51381910
fixed,50738094
fixed,53122110
fixed,50139866
fixed,50938750
fixed,51407056
fixed,50916674
fixed,52521252
fixed,51518232
fixed,49970104
fixed,50788380
fixed,51688392
fixed,52536090
fixed,52503286
fixed,52102072
fixed,51554616
fixed,51678894
fixed,52280338
fixed,52495108
fixed,52239194
fixed,52153688
fixed,51681574
fixed,52484728
fixed,51986850
fixed,52528336
fixed,52527872
fixed,52442748
fixed,54202944
fixed,52591702
fixed,52626096
fixed,53026122
fixed,52119396
fixed,52378480
fixed,53132282
fixed,52439890
fixed,51345456
fixed,52406214
fixed,51829708
fixed,53146412
fixed,52080740
fixed,51748142
fixed,52131776
fixed,54214686
fixed,52556412
fixed,52488686
fixed,52388314
fixed,51960214
fixed,52919508
fixed,52860780
fixed,52853734
fixed,52397984
fixed,52633914
fixed,52308826
fixed,51781540
fixed,50874478
fixed,50821460
fixed,52529458
fixed,55657242
fixed,52296992
fixed,52817674
fixed,52499708
fixed,52899360
fixed,52786130
fixed,53593702
fixed,53590336
fixed,52689974
fixed,52329034
fixed,51994904
fixed,52982064
fixed,52549472
fixed,52216760
fixed,52435500
fixed,52181698
fixed,52415086
fixed,51960106
fixed,52317538
fixed,51864642
fixed,52333374
fixed,51770998
fixed,52674168
fixed,52604768
fixed,53260552
fixed,52309228
fixed,52332744
fixed,52117170
fixed,51692216
fixed,51938728
fixed,52906844
fixed,52801604
fixed,52196728
fixed,52022262
fixed,52185436
fixed,52128628
fixed,53938240
fixed,52762748
fixed,52747344
fixed,51481616
fixed,52209458
fixed,52005354
fixed,52037038
fixed,51687372
fixed,52476052
fixed,51917536
fixed,52109432
fixed,52095012
fixed,51824814
fixed,51901262
fixed,53144836
fixed,52063972
fixed,52744584
fixed,51761746
fixed,51865874
fixed,52585280
fixed,52656586
fixed,52112704
fixed,52398358
fixed,53003848
fixed,53479880
fixed,52886000
fixed,52003932
fixed,52044734
fixed,52338056
fixed,51239132
fixed,52076824
fixed,51997954
fixed,52833710
fixed,52391304
fixed,52108674
fixed,52558484
fixed,52494636
fixed,54829372
fixed,53872502
fixed,52330768
fixed,52050872
fixed,51549170
fixed,52398870
fixed,51787936
fixed,52966862
fixed,52371272
fixed,52709410
fixed,51948070
fixed,52465394
fixed,52520060
fixed,53979972
fixed,52226200
fixed,51590536
fixed,52525582
fixed,52575570
fixed,52692842
fixed,51749912
fixed,52460928
fixed,50842450
fixed,51443084
fixed,52092046
fixed,51722642
fixed,51625788
fixed,50692278
fixed,51747388
fixed,51402066
fixed,51023306
fixed,50860420
fixed,50432380
fixed,51504686
fixed,51582466
fixed,49946494
fixed,53466264
fixed,52986816
fixed,52601100
fixed,51282376
fixed,51002018
fixed,51945198
fixed,52529788
fixed,52207868
fixed,52036570
fixed,52333658
fixed,52562650
fixed,51134206
fixed,51605926
fixed,52497892
fixed,51414998
fixed,52139320
fixed,53885672
fixed,52431264
fixed,52232418
fixed,52742496
fixed,52857664
fixed,52439194
fixed,51350802
fixed,52007360
fixed,53178584
fixed,53165222
fixed,52838866
fixed,51823806
fixed,52162288
fixed,51964990
fixed,50445590
fixed,52643384
fixed,51865520
fixed,51677726
fixed,52847982
fixed,52585306
fixed,52253912
fixed,51896108
fixed,52192514
fixed,51573136
fixed,52009184
fixed,52742756
fixed,51759142
fixed,52553520
fixed,51871902
fixed,52376000
fixed,52590534
fixed,51823738
fixed,52676062
fixed,52582590
fixed,53033298
fixed,56679584
fixed,54044800
fixed,52264758
fixed,52856608
fixed,51938888
fixed,52833928
fixed,51912250
fixed,52617744
fixed,52124922
fixed,52548358
fixed,51462800
fixed,52473522
fixed,52599972
fixed,51912502
fixed,52563472
fixed,52215602
fixed,52051686
fixed,51851222
fixed,52023574
fixed,53156536
fixed,51644072
fixed,52952406
fixed,52298448
fixed,54025738
fixed,52587054
fixed,51447446
fixed,52374872
fixed,50465016
fixed,51957060
fixed,52876886
fixed,51924036
fixed,51331244
fixed,52462962
fixed,52485256
fixed,51921906
fixed,52006120
fixed,61313032
fixed,57221602
fixed,57029084
fixed,52843324
fixed,52047420
fixed,50978228
fixed,53056592
fixed,52959040
fixed,51828676
fixed,51869112
fixed,52506782
fixed,52487580
fixed,51729232
fixed,51964758
fixed,51667536
fixed,51651500
fixed,52048576
fixed,51600888
fixed,51599850
fixed,52428528
fixed,51121304
fixed,51330304
fixed,51694142
fixed,51650946
fixed,52161362
fixed,52285298
fixed,52625414
fixed,51786234
fixed,52077388
fixed,51777434
fixed,51508444
fixed,51661288
fixed,51060492
fixed,51254400
fixed,52540796
fixed,52202088
fixed,52394736
fixed,51048832
fixed,52181120
fixed,51436556
fixed,52044330
fixed,50851120
fixed,51159992
fixed,51756594
fixed,51041968
fixed,51568116
fixed,51557906
fixed,52018926
fixed,51710634
fixed,50989326
fixed,51505922
fixed,50855100
fixed,51693032
fixed,50590218
fixed,51871322
fixed,51783742
fixed,51670830
fixed,52715142
fixed,51376886
fixed,54005268
fixed,52353140
fixed,51886890
fixed,51958802
fixed,52199658
fixed,51470048
fixed,51218850
fixed,51208328
fixed,52364296
fixed,51807660
fixed,51330424
fixed,51313754
fixed,55161706
fixed,53327186
fixed,52543058
fixed,52026364
fixed,52292690
fixed,52779128
fixed,51804660
fixed,51879902
fixed,52784010
fixed,51711580
fixed,52001058
fixed,52196660
fixed,54342594
fixed,52089660
fixed,50894012
fixed,50636854
fixed,50506596
fixed,52367612
fixed,50539984
fixed,51473678
fixed,51647116
fixed,51603622
fixed,51476576
fixed,51494174
fixed,50544474
fixed,52518398
fixed,51743058
fixed,52784164
fixed,51936010
fixed,50884006
fixed,52070266
fixed,52718678
fixed,51379310
fixed,52505574
