class,cycles
fixed,44166062
fixed,44960624
fixed,44645760
fixed,44713752
fixed,44544224
fixed,44612426
fixed,44740480
fixed,44646316
fixed,44713832
fixed,44431342
fixed,44200712
fixed,44248496
fixed,44457254
fixed,44512390
fixed,43799032
fixed,44442392
fixed,44426964
fixed,44469646
fixed,44195262
fixed,44361636
fixed,45023350
fixed,44480546
fixed,44504568
fixed,44987872
fixed,44828842
fixed,44771756
fixed,44659270
fixed,44842272
fixed,44921490
fixed,44853002
fixed,44994346
fixed,45075482
fixed,44970002
fixed,44908476
fixed,44597794
fixed,44722404
fixed,45302444
fixed,44720296
fixed,44876124
fixed,45036914
fixed,44455364
fixed,44955620
fixed,44461848
fixed,45095514
fixed,44814980
fixed,44858148
fixed,44912408
fixed,44484716
fixed,44225786
fixed,44506160
fixed,44490160
fixed,44446262
fixed,44623072
fixed,44958438
fixed,44474426
fixed,44887624
fixed,44395144
fixed,44421804
fixed,44633494
fixed,45154668
fixed,44592404
fixed,44566508
fixed,44656610
fixed,44885764
fixed,45408418
fixed,44688812
fixed,44873274
fixed,44619026
fixed,47169196
fixed,45100662
fixed,45118160
fixed,45065004
fixed,44836214
fixed,44923170
fixed,45043628
fixed,46139726
fixed,45186814
fixed,45077556
fixed,44920520
fixed,45461758
fixed,44611864
fixed,46005200
fixed,45653374
fixed,45571232
fixed,45713124
fixed,44887356
fixed,45216692
fixed,45086900
fixed,45539480
fixed,45593636
fixed,44565920
fixed,44713988
fixed,45073818
fixed,44547376
fixed,45403304
fixed,44641854
fixed,45136020
fixed,44723082
fixed,44966558
fixed,45606878
fixed,45344122
fixed,44953184
fixed,45363480
fixed,45220386
fixed,45118430
fixed,44924774
fixed,44736388
fixed,45712356
fixed,45102548
fixed,44890568
fixed,46038452
fixed,44797584
fixed,45031408
fixed,45424912
fixed,45233748
fixed,45606334
fixed,45819928
fixed,45134082
fixed,47748770
fixed,44616236
fixed,44575764
fixed,44891070
fixed,44885292
fixed,45891508
fixed,44900194
fixed,44522694
fixed,44651984
